X.UTM20	Y.UTM20	ID_2	pH	EC	SOC	TN	Mn	Cu	Zn	WHC	Sand	Silt	Clay	Al.Ox.	Fe.Ox.	P	K	Ca	Na	Mg	CEC	Elevation	Tm	pp	TvsPP	Kdg	Kda	Kdg_measured	Kda_measured	Zone_4	geometry	log_kda_sim	cat_kda_sim	log_kdg_sim	cat_kdg_sim	land_uses_obs	adapt_obs	betasok	vida_media	CATvida_media	LN_vida_media	Porcentaje2_rec
521452.94	6557077.16	55	6.50	0.15	10.10	0.10	222.00	1.20	0.01	20.00	21.80	54.70	23.50	0.13	.	15.54	733.20	2432	34.50	376.80	16.44	104	179	851	0.21	.	2.24	"No"	"Yes"	"III"	"c(521452.94, 6557077.16)"	0.806475865866949	"low"	3.63263684936879	"high"	Grass_crop	1	.	.	.	.	.
518981.65	6539151.93	56	7.60	0.55	15.60	0.13	211.30	3.70	0.51	27.70	6.90	56.40	36.70	0.15	.	41.81	741.00	3160	1127.00	624.00	28.80	121	177	844	0.21	.	3.21	"No"	"Yes"	"III"	"c(518981.65, 6539151.93)"	1.16627093714192	"low"	3.83748773729878	"high"	Grass_crop	1	.	.	.	.	.
534776.97	6267747.44	50	5.74	0.08	13.01	0.12	95.80	0.30	0.44	12.70	64.00	20.10	15.90	0.15	0.12	35.06	682.50	1654	29.90	122.40	12.51	123	166	796	0.21	32.52	2.31	"Yes"	"Yes"	"IV"	"c(534776.97, 6267747.44)"	0.837247524533702	"low"	3.48185528467961	"high"	Grass_crop	1	-0.117518406649725	5.89820097396264	.	1.77464738474687	87.1428571428571
561826.72	6277805.93	34	5.50	0.14	15.79	0.14	221.00	1.50	1.19	18.40	41.40	39.50	19.10	0.17	0.14	19.12	780.00	1744	75.90	350.40	14.10	121	165	814	0.2	72.32	2.76	"Yes"	"Yes"	"IV"	"c(561826.72, 6277805.93)"	1.01523067972906	"low"	4.28110071608392	"high"	Grass_crop	1	-0.0743187587988065	9.32667864430315	.	2.23287896480391	89.3877551020408
548155.43	6373990.13	45	6.60	0.07	15.44	0.12	144.70	2.50	2.15	20.10	26.40	54.00	19.60	0.12	.	46.41	764.40	1608	32.20	302.40	14.49	112	168	847	0.2	.	2.59	"No"	"Yes"	"III"	"c(548155.43, 6373990.13)"	0.951657875711446	"low"	3.25713461301233	"medium"	Grass_crop	1	.	.	.	.	.
540549.18	6359774.95	46	7.80	0.04	8.59	0.11	143.00	3.40	0.74	20.40	26.20	52.10	21.60	0.13	.	8.59	787.80	2040	29.90	412.80	14.90	118	168	840	0.2	.	2.67	"No"	"Yes"	"III"	"c(540549.18, 6359774.95)"	0.982078472412158	"medium"	2.71223903209721	"medium"	Grass_crop	1	-0.0901880002405241	7.68558099427172	.	2.03934597520929	74.8979591836735
541060.12	6295327.98	49	5.89	0.10	15.42	0.13	76.70	2.30	0.63	19.20	37.20	41.40	21.40	0.17	0.13	15.64	670.80	1680	32.20	388.80	15.63	125	166	809	0.21	57.94	2.87	"Yes"	"Yes"	"III"	"c(541060.12, 6295327.98)"	1.05431202977153	"low"	4.0594079923412	"high"	Grass_crop	1	.	.	.	.	.
481351.78	6454470.98	108	6.60	0.34	21.91	0.18	188.60	3.50	4.63	25.70	19.20	51.60	29.10	0.16	.	48.25	682.50	2396	23.00	325.20	16.75	195	170	789	0.22	.	.	"No"	"No"	"III"	"c(481351.78, 6454470.98)"	1.46088856965998	"high"	4.0684816229213	"high"	Grass_crop	1	.	.	.	.	.
454257.61	6632301.93	125	7.10	0.12	6.59	0.07	186.80	0.10	0.39	12.60	52.40	31.30	16.30	0.09	0.03	50.91	702.00	1868	253.00	182.40	13.80	119	187	809	0.23	19.64	3.46	"Yes"	"Yes"	"IV"	"c(454257.61, 6632301.93)"	1.24126858906963	"high"	2.97756830292632	"medium"	Grass_crop	1	.	.	.	.	.
479440.8	6520630.34	105	7.40	0.10	15.44	0.12	62.40	2.90	1.58	16.30	47.30	30.70	22.00	0.14	.	26.48	390.00	2000	276.00	273.60	10.06	184	175	821	0.21	.	.	"No"	"No"	"IV"	"c(479440.8, 6520630.34)"	1.24767276073371	"high"	3.0468224560753	"medium"	Grass_crop	1	.	.	.	.	.
487791.2	6235224.29	119	6.70	0.17	12.19	0.13	80.10	0.00	4.03	10.10	70.30	19.20	10.40	0.12	.	41.81	1209.00	1010	391.00	238.80	10.80	139	167	763	0.22	.	.	"No"	"No"	"IV"	"c(487791.2, 6235224.29)"	0.946834220524782	"high"	2.68659458175402	"medium"	Grass_crop	1	.	.	.	.	.
472700.37	6317987.42	115	5.48	0.09	7.63	0.07	58.10	0.80	0.01	11.00	66.60	14.90	18.50	0.13	.	14.92	581.10	1178	4.60	132.00	10.11	153	170	800	0.21	.	.	"No"	"No"	"IV"	"c(472700.37, 6317987.42)"	1.098844176461	"high"	4.00055355007428	"high"	Grass_crop	1	.	.	.	.	.
477023.58	6378135.27	112	6.60	0.30	15.68	0.13	117.50	2.50	1.44	17.50	28.30	57.60	14.10	0.13	.	34.45	1014.00	1500	391.00	504.00	13.00	181	169	777	0.22	.	.	"No"	"No"	"III"	"c(477023.58, 6378135.27)"	1.19270577619381	"high"	3.08225675210454	"medium"	Grass_crop	1	.	.	.	.	.
477386.81	6397106.59	111	6.20	0.24	13.26	0.14	139.20	1.50	0.54	21.30	23.60	52.00	24.40	0.15	.	35.27	936.00	1870	276.00	535.20	15.60	198	169	760	0.22	.	.	"No"	"No"	"III"	"c(477386.81, 6397106.59)"	1.11627224452979	"high"	4.00144749978573	"high"	Grass_crop	1	.	.	.	.	.
480685.62	6433791.94	109	7.80	0.55	9.35	0.11	106.40	0.80	1.58	21.40	14.00	61.50	24.50	0.15	.	37.31	1053.00	1730	943.00	374.40	16.00	196	169	775	0.22	.	.	"No"	"No"	"III"	"c(480685.62, 6433791.94)"	1.0385690438497	"high"	3.05465520124098	"medium"	Grass_crop	1	.	.	.	.	.
478417.9	6357823.02	113	6.90	0.10	14.29	0.14	100.20	1.10	0.20	15.70	29.90	51.40	18.70	0.14	.	28.11	936.00	1380	322.00	350.40	15.60	160	169	791	0.21	.	.	"No"	"No"	"III"	"c(478417.9, 6357823.02)"	1.22886071179582	"high"	3.18528359583038	"medium"	Grass_crop	1	.	.	.	.	.
452452.95	6685685.02	123	6.30	0.26	13.77	0.16	315.10	2.90	1.94	24.30	11.80	59.20	29.00	0.15	.	155.78	1092.00	3008	391.00	435.60	33.00	187	190	822	0.23	.	.	"No"	"No"	"III"	"c(452452.95, 6685685.02)"	1.18649619742658	"high"	4.17182836113919	"high"	Grass_crop	1	-0.129850672835984	5.33803302995178	.	1.67485723866491	88.7755102040816
476134.61	6246140.01	118	5.48	0.14	12.98	0.12	95.40	0.40	0.29	12.70	63.70	20.00	16.30	0.12	.	27.91	764.40	1110	20.70	218.40	15.60	131	169	779	0.22	.	.	"No"	"No"	"IV"	"c(476134.61, 6246140.01)"	1.05984693973293	"high"	3.79441041577702	"high"	Grass_crop	1	.	.	.	.	.
459951.17	6581355.85	128	7.50	0.12	17.26	0.15	318.60	3.00	1.36	19.60	31.90	44.30	23.80	0.11	0.03	42.42	819.00	2340	46.00	482.40	18.40	120	181	814	0.22	40.24	4.09	"Yes"	"Yes"	"III"	"c(459951.17, 6581355.85)"	1.40854497005471	"high"	3.69486152579148	"medium"	Grass_crop	1	-0.161783704943856	4.2844066452829	.	1.4549820699488	86.530612244898
481955.4	6299138.96	116	6.85	0.18	11.60	0.11	186.40	1.00	0.67	17.20	42.60	43.80	13.60	0.13	.	24.84	702.00	1502	154.10	153.60	10.63	130	170	798	0.21	.	.	"No"	"No"	"IV"	"c(481955.4, 6299138.96)"	1.14882579993962	"high"	2.8429410013117	"medium"	Grass_crop	1	.	.	.	.	.
385668.46	6223914.94	266	6	0.11	9.76	0.08	68.4	1.1	0.61	10.1	71.4	15.6	13	0.07	0.08	37.11	507	1524	299	196.8	11.8	199	170	731	0.23	13.91	1.03	"Yes"	"Yes"	"IV"	"c(385668.46, 6223914.94)"	0.0295588022415444	"high"	2.63260800593535	"medium"	NO_Grass_crop	0	.	.	.	.	.
372920.76	6201697.05	267	6.6	0.09	8.07	0.07	35.2	0.8	0.46	9.7	77.5	10.7	11.8	0.07	0.07	40.58	585	1902	23	33.6	10.4	209	170	696	0.24	8.53	0.99	"Yes"	"Yes"	"IV"	"c(372920.76, 6201697.05)"	-0.0100503358535015	"high"	2.14358936150359	"low"	NO_Grass_crop	0	-0.0410610692046294	16.8808848377917	.	2.82618190709442	82.0408163265306
377971.74	6258673.41	264	6.3	0.14	11.1	0.09	59.2	0.5	1.26	8.9	76.1	11.5	12.4	0.07	0.07	160.9	702	1748	46	147.6	10.7	232	171	755	0.23	6.19	.	"Yes"	"No"	"IV"	"c(377971.74, 6258673.41)"	0.484186720982591	"high"	1.8229350866965	"medium"	NO_Grass_crop	0	-0.0371687696793569	18.6486447235005	.	2.9257734744681	79.3877551020408
378353.93	6241497.3	265	6.2	0.1	8.48	0.1	64.4	1	0.56	10.2	67.9	18.8	13.3	0.08	0.08	40.99	663	1456	253	422.4	8.3	219	171	739	0.23	12.01	.	"Yes"	"No"	"IV"	"c(378353.93, 6241497.3)"	0.349898668207556	"high"	2.48573963609189	"medium"	NO_Grass_crop	0	.	.	.	.	.
585406.53	6575712.38	9	6.00	0.14	12.90	0.14	212.00	2.40	0.65	23.40	0.60	69.30	30.10	0.16	0.05	37.41	705.90	1938	46.00	326.40	18.19	100	182	895	0.2	58.15	.	"Yes"	"No"	"III"	"c(585406.53, 6575712.38)"	0.971873350992178	"high"	4.06302587896467	"high"	NO_Grass_crop	0	-0.115281835373998	6.01263137693144	.	1.79386248582625	72.2448979591837
400352.31	6138833.54	240	6.6	11.76	5.83	0.07	63.4	0.6	0.01	10.9	64.7	23.2	12.1	0.101494811669992	.	27.19	702	1256	299	243.6	10.3	155	168	686	0.24	.	.	"No"	"No"	"IV"	"c(400352.31, 6138833.54)"	0.0881776914615108	"medium"	2.62061132037791	"medium"	NO_Grass_crop	0	.	.	.	.	.
313315.45	6173792.07	355	6.5	0.06	5.13	0.06	36.5	0.8	0.25	6.8	83.3	7.1	9.6	0.06	0.07	39.76	546	1456	253	422.4	7.4	289	167	566	0.3	.	0.39	"No"	"Yes"	"IV"	"c(313315.45, 6173792.07)"	-0.941608539858445	"low"	1.89478224587607	"low"	NO_Grass_crop	0	.	.	.	.	.
394375.15	6156444.52	239	6.5	13.17	4.76	0.07	55.5	0.4	0.01	11.3	72.3	18.9	8.8	0.0880244492165545	.	80.86	624	1092	253	642	9.6	160	169	694	0.24	.	.	"No"	"No"	"IV"	"c(394375.15, 6156444.52)"	0.0836717641057966	"high"	2.31753502718267	"low"	NO_Grass_crop	0	.	.	.	.	.
541745.02	6421084.4	43	6.20	0.09	16.05	0.13	87.00	2.30	2.58	20.90	26.80	51.80	21.40	0.14	0.08	91.69	674.70	1792	34.50	292.80	15.00	129	169	838	0.2	34.82	.	"Yes"	"No"	"III"	"c(541745.02, 6421084.4)"	1.2791570337983	"low"	3.55019193434004	"high"	NO_Grass_crop	0	-0.0761927837380192	9.09728121948213	.	2.20797560179315	90.2040816326531
532245.03	6442189.31	42	6.80	0.43	21.21	0.21	118.20	1.90	4.57	30.00	10.90	89.10	24.00	0.13	.	141.06	1177.80	1516	87.40	756.00	24.86	134	170	829	0.21	64.18	.	"Yes"	"No"	"III"	"c(532245.03, 6442189.31)"	1.46443735555824	"low"	4.16169163568171	"high"	NO_Grass_crop	0	.	.	.	.	.
537104.55	6461968.08	41	6.60	0.10	22.40	0.14	158.70	2.60	1.08	26.50	9.90	64.50	25.60	0.13	0.1	37.92	1006.20	1488	64.40	451.20	17.10	127	172	837	0.21	58.63	.	"Yes"	"No"	"III"	"c(537104.55, 6461968.08)"	1.50751120917005	"low"	4.07124651097612	"high"	NO_Grass_crop	0	.	.	.	.	.
539590.42	6394001.67	44	6.60	0.07	10.01	0.14	144.10	2.50	2.37	17.90	36.00	47.30	16.80	0.12	0.1	42.01	725.40	1392	36.80	360.00	13.63	124	167	847	0.2	29.67	.	"Yes"	"No"	"III"	"c(539590.42, 6394001.67)"	1.14156117328777	"low"	3.39013643430273	"medium"	NO_Grass_crop	0	-0.0901353657446814	7.69006898494608	.	2.03992975421153	89.7959183673469
545162.87	6334934.06	47	6.80	0.09	20.27	0.15	146.70	2.50	1.72	20.70	27.60	51.70	20.70	0.15	0.11	24.33	756.60	1896	29.90	264.00	14.27	118	168	827	0.2	42.23	3.5	"Yes"	"Yes"	"III"	"c(545162.87, 6334934.06)"	1.25276296849537	"medium"	3.74313086894585	"high"	NO_Grass_crop	0	.	.	.	.	.
379858.94	6542664.31	250	7.01	1.54	17.7	0.19	210.54	2.33	1.92	23	20.94	53.1	26.23	0.11465311131396	.	68.67	851.31	2825.43	250.37	402.34	22.02	554	162	728	0.22	.	.	"No"	"No"	"III"	"c(379858.94, 6542664.31)"	0.980622214298641	"medium"	3.28083522051052	"medium"	NO_Grass_crop	0	.	.	.	.	.
456056.18	6258558.29	144	5.37	0.16	10.41	0.10	110.20	0.80	0.09	11.50	65.50	23.70	10.80	0.11	0.15	10.84	569.40	1086	16.10	134.40	8.49	136	171	795	0.22	40.59	.	"Yes"	"No"	"IV"	"c(456056.18, 6258558.29)"	1.00357307257197	"high"	3.70352173085081	"medium"	NO_Grass_crop	0	-0.0328197386747837	21.1198263163658	.	3.05021223514732	76.9387755102041
460984.57	6218295.14	146	6.20	0.11	12.09	0.11	106.70	0.60	3.62	13.20	57.50	26.60	15.90	0.15	0.14	69.82	936.00	1366	299.00	250.80	12.40	146	168	759	0.22	30.24	.	"Yes"	"No"	"IV"	"c(460984.57, 6218295.14)"	0.923715419828356	"high"	3.40916555131133	"high"	NO_Grass_crop	0	-0.0498264715300793	13.9112234776951	.	2.63269595876725	86.3265306122449
543884.12	6320334.12	48	6.10	0.18	13.20	0.13	119.20	1.70	4.51	18.70	33.00	44.10	22.90	0.00	0	163.96	1287.00	1768	299.00	283.20	16.40	111	168	820	0.2	.	.	"No"	"No"	"III"	"c(543884.12, 6320334.12)"	1.16483874037409	"low"	1.52642368285975	"low"	NO_Grass_crop	0	.	.	.	.	.
460561.64	6198267.71	147	6.30	0.11	13.53	0.13	119.40	0.60	1.59	14.50	55.10	27.70	17.20	0.12	.	15.64	702.00	1504	253.00	532.80	11.80	143	168	737	0.23	.	.	"No"	"No"	"IV"	"c(460561.64, 6198267.71)"	0.89823969415892	"high"	3.30594378013914	"medium"	NO_Grass_crop	0	.	.	.	.	.
383588.56	6341232.69	260	6.5	0.21	25	0.24	187.6	1.9	4.71	23.9	30.8	41.7	27.5	0.127022014197487	.	69.41	1131	3228	322	637.2	22.5	420	169	820	0.21	.	.	"No"	"No"	"III"	"c(383588.56, 6341232.69)"	1.35416657697619	"high"	3.79154900102958	"high"	NO_Grass_crop	0	.	.	.	.	.
374332.38	6317590.17	261	6.4	0.1	14.2	0.13	112.6	2.1	1.81	18.7	49.1	31.9	19	0.105535784458025	.	39.97	897	1740	276	444	16.5	385	170	804	0.21	.	2.44	"No"	"Yes"	"III"	"c(374332.38, 6317590.17)"	0.89199803930511	"high"	3.15706464689884	"medium"	NO_Grass_crop	0	.	.	.	.	.
584319.93	6552571.38	10	6.60	0.18	15.74	0.18	201.30	2.20	2.96	25.10	2.80	64.60	32.70	0.15	.	145.00	1170.00	2180	299.00	228.00	26.50	100	179	889	0.2	.	.	"No"	"No"	"III"	"c(584319.93, 6552571.38)"	1.17564205974526	"high"	4.19373819662368	"high"	NO_Grass_crop	0	.	.	.	.	.
459156.5	6159880.09	149	6.10	0.15	11.67	0.12	183.50	0.00	1.18	15.90	50.00	32.40	17.60	0.13	.	15.64	666.90	1248	23.00	172.80	10.79	137	166	716	0.23	.	.	"No"	"No"	"IV"	"c(459156.5, 6159880.09)"	0.694759737560283	"high"	3.51512325681475	"high"	NO_Grass_crop	0	.	.	.	.	.
378122.04	6374188.83	258	7.4	0.07	9.67	0.09	69.7	0.4	0.01	11	68.4	23.1	8.5	0.106367845416057	.	42.73	624	1488	4.6	252	11.12	529	164	772	0.21	.	1.56	"No"	"Yes"	"IV"	"c(378122.04, 6374188.83)"	0.444685821261446	"high"	2.0118178880295	"low"	NO_Grass_crop	0	.	.	.	.	.
371612.33	6361512.93	259	6.4	0.09	16.39	0.13	89.9	1.1	1.01	18.9	47.1	40	12.9	0.107702881025217	.	11.96	897	1960	253	435.6	15.6	520	165	779	0.21	.	2.35	"No"	"Yes"	"IV"	"c(371612.33, 6361512.93)"	0.854415328156068	"high"	2.86425515782313	"medium"	NO_Grass_crop	0	.	.	.	.	.
364634.38	6141008.11	300	6.5	0.13	4.84	0.07	46.5	0.6	0.01	7.7	78	10.6	11.5	0.0844608347456539	.	55.81	858	1902	253	33.6	8.1	192	168	635	0.26	.	.	"No"	"No"	"IV"	"c(364634.38, 6141008.11)"	-0.204831448759385	"high"	2.40541632683711	"medium"	NO_Grass_crop	0	.	.	.	.	.
584591.65	6335073.9	17	6.00	0.15	25.76	0.20	209.80	3.10	3.76	28.00	15.80	56.70	27.50	0.14	.	60.11	663.00	2282	345.00	355.20	20.00	111	168	850	0.2	.	5.9	"No"	"Yes"	"III"	"c(584591.65, 6335073.9)"	1.77495235091167	"medium"	4.20602947368551	"high"	NO_Grass_crop	0	.	.	.	.	.
343616.12	6170951.63	328	6.4	0.08	5.2	0.06	37.5	0.9	0.01	5	86.3	13.7	0	0.05	0.05	33.62	585	638	299	277.2	7.2	239	168	621	0.27	4.68	.	"Yes"	"No"	"IV"	"c(343616.12, 6170951.63)"	-0.409791650981264	"high"	1.54329810992956	"low"	NO_Grass_crop	0	-0.0735746202412513	9.42100928672298	.	2.2429422258131	81.6326530612245
354127	6154878.16	299	6.7	0.08	5.03	0.06	44.9	1.1	0.3	8.4	78.1	15.4	6.4	0.069048204327202	.	49.1	780	1456	322	422.4	9.1	222	168	627	0.27	.	.	"No"	"No"	"IV"	"c(354127, 6154878.16)"	-0.282450746976289	"medium"	1.76605700886854	"low"	NO_Grass_crop	0	.	.	.	.	.
357728.13	6243261.45	295	6.3	0.08	7.15	0.06	32	0.8	0.11	8.2	77	11.6	11.4	0.0689421344361174	.	39.25	429	2468	46	422.4	10.1	269	170	716	0.24	.	.	"No"	"No"	"IV"	"c(357728.13, 6243261.45)"	0.207944393129987	"medium"	2.26870378243007	"low"	NO_Grass_crop	0	.	.	.	.	.
460815.29	6380175.87	138	7.20	0.85	13.89	0.15	171.10	2.80	4.36	15.20	45.30	39.90	14.90	0.15	0.05	20.14	1872.00	3084	667.00	406.80	17.00	191	170	778	0.22	2.83	3.55	"Yes"	"Yes"	"III"	"c(460815.29, 6380175.87)"	1.26694760348732	"high"	1.04027671165515	"medium"	NO_Grass_crop	0	.	.	.	.	.
369232.85	6178825.41	298	6.7	0.12	7.37	0.07	61.7	1.6	0.31	10.2	76.3	10.5	13.2	0.0761909915637558	.	36.07	741	1456	299	422.4	9.6	202	169	671	0.25	.	.	"No"	"No"	"IV"	"c(369232.85, 6178825.41)"	0.015916696443324	"medium"	2.24297128531455	"low"	NO_Grass_crop	0	.	.	.	.	.
580626	6317237.45	18	7.10	0.09	16.14	0.13	208.30	3.00	2.06	25.40	17.70	44.80	37.50	0.16	.	40.38	819.00	2390	437.00	439.20	22.25	112	167	842	0.2	67.23	3.91	"Yes"	"Yes"	"III"	"c(580626, 6317237.45)"	1.36353737399727	"low"	4.20811957648095	"high"	NO_Grass_crop	0	.	.	.	.	.
560549.49	6488512.66	24	5.80	0.22	13.36	0.16	251.90	2.20	2.15	25.80	20.30	55.40	24.30	0.13	.	73.70	846.30	1856	23.00	242.40	22.00	111	174	861	0.2	.	4.33	"No"	"Yes"	"III"	"c(560549.49, 6488512.66)"	1.4655675420144	"high"	4.04003998466107	"high"	NO_Grass_crop	0	-0.0472861078820483	14.6585796887523	.	2.68502580832382	84.6938775510204
560281.99	6498670.52	23	6.10	0.59	10.95	0.12	161.20	2.10	3.68	22.60	22.50	56.30	21.20	0.12	.	121.23	557.70	1768	133.40	283.20	13.63	112	175	861	0.2	.	2.85	"No"	"Yes"	"III"	"c(560281.99, 6498670.52)"	1.04731899428056	"high"	3.67450185356102	"high"	NO_Grass_crop	0	.	.	.	.	.
559369.85	6522721.97	22	5.80	0.16	13.46	0.16	133.70	3.10	1.24	25.10	3.30	64.40	32.40	0.11	0.12	80.14	873.60	2296	20.70	280.80	22.70	103	176	860	0.2	.	3.93	"No"	"Yes"	"III"	"c(559369.85, 6522721.97)"	1.36863942588117	"medium"	4.28049748306808	"high"	NO_Grass_crop	0	.	.	.	.	.
562334.29	6536964.65	21	6.00	0.24	12.60	0.14	202.10	2.30	0.01	24.00	8.40	61.10	30.50	0.14	.	74.62	928.20	2312	11.50	300.00	25.88	109	177	866	0.2	.	3.96	"No"	"Yes"	"III"	"c(562334.29, 6536964.65)"	1.37624402526639	"medium"	4.40517070996485	"high"	NO_Grass_crop	0	.	.	.	.	.
566036.41	6556136.64	20	6.40	0.26	13.66	0.14	256.50	2.30	0.31	25.30	5.20	61.50	33.40	0.15	.	74.52	897.00	2700	299.00	324.00	28.80	114	179	877	0.2	.	3.74	"No"	"Yes"	"III"	"c(566036.41, 6556136.64)"	1.31908561142644	"low"	4.36182858302966	"high"	NO_Grass_crop	0	.	.	.	.	.
562125.92	6417161.8	27	6.10	0.09	23.09	0.18	219.60	2.80	2.77	27.30	10.50	65.60	23.90	0.12	.	92.71	900.90	1896	41.40	297.60	17.20	115	170	856	0.2	.	3.95	"No"	"Yes"	"III"	"c(562125.92, 6417161.8)"	1.37371557891303	"low"	3.74190527665043	"high"	NO_Grass_crop	0	.	.	.	.	.
564983.2	6460703.73	25	6.30	0.70	12.68	0.16	216.60	3.20	1.40	25.20	9.20	67.80	23.00	0.10	0.1	48.96	897.00	1680	736.00	264.00	22.10	111	173	863	0.2	37.32	2.97	"Yes"	"Yes"	"III"	"c(564983.2, 6460703.73)"	1.08856195281461	"low"	3.61952937597914	"medium"	NO_Grass_crop	0	.	.	.	.	.
561075.51	6317869.86	32	6.50	0.07	18.02	0.15	122.40	2.60	4.32	26.60	18.40	55.10	26.60	0.16	0.13	42.73	713.70	2304	34.50	379.20	18.47	117	167	830	0.2	.	3.83	"No"	"Yes"	"III"	"c(561075.51, 6317869.86)"	1.34286480319255	"low"	4.01882961177334	"high"	NO_Grass_crop	0	.	.	.	.	.
581920.37	6376827.26	15	6.70	0.09	15.10	0.14	170.40	2.30	0.98	24.70	14.30	61.00	24.00	0.13	0.07	17.17	694.20	2150	29.90	288.00	16.88	111	171	854	0.2	70.88	3.7	"Yes"	"Yes"	"III"	"c(581920.37, 6376827.26)"	1.30833281965018	"medium"	4.26098830629683	"high"	NO_Grass_crop	0	-0.0477297325500851	14.5223353144205	.	2.67568783079068	89.5918367346939
577542.57	6355541.79	16	8.40	0.30	8.73	0.10	222.50	2.00	0.05	23.60	19.90	61.80	18.30	0.16	0.1	17.99	752.70	1612	241.50	307.20	15.40	86	170	850	0.2	.	3.12	"No"	"Yes"	"III"	"c(577542.57, 6355541.79)"	1.13783300182139	"medium"	2.4345176826472	"medium"	NO_Grass_crop	0	.	.	.	.	.
538352.25	6481363.71	40	6.60	0.11	7.39	0.12	157.60	2.20	0.64	23.50	28.00	53.00	19.00	0.12	.	26.88	819.00	1870	299.00	535.20	14.40	129	173	840	0.21	.	2.05	"No"	"Yes"	"III"	"c(538352.25, 6481363.71)"	0.717839793150317	"low"	3.26329607524689	"medium"	NO_Grass_crop	0	.	.	.	.	.
323918.45	6296466.95	349	6.3	0.08	7.07	0.06	31	1.2	0.77	9	75.5	13.4	11.1	0.0801184701134614	.	16.87	468	1472	230	250.8	7.7	553	162	717	0.23	.	.	"No"	"No"	"IV"	"c(323918.45, 6296466.95)"	0.0793132573300889	"low"	2.43772409324623	"medium"	NO_Grass_crop	0	.	.	.	.	.
582795.8	6536823.17	11	6.00	0.26	27.03	0.27	272.30	3.10	3.57	33.50	7.80	59.00	33.20	0.17	0.08	86.99	908.70	2556	25.30	549.60	29.40	108	178	887	0.2	69.95	.	"Yes"	"No"	"III"	"c(582795.8, 6536823.17)"	1.6163954847151	"medium"	4.24778070111149	"high"	NO_Grass_crop	0	-0.0604328682765693	11.4697051509747	.	2.43970922470579	80.6122448979592
578393.83	6514829.82	12	6.00	0.14	13.20	0.15	188.90	2.60	1.49	29.30	5.80	68.50	25.60	0.15	0.09	90.98	873.60	1644	29.90	508.80	24.80	103	176	877	0.2	75.44	.	"Yes"	"No"	"III"	"c(578393.83, 6514829.82)"	1.17617839264831	"medium"	4.3233376383252	"high"	NO_Grass_crop	0	-0.105559346001273	6.56642170321505	.	1.88196904230109	86.734693877551
459804.01	6596920.25	127	7.00	0.20	10.80	0.09	168.40	1.50	0.01	13.50	42.90	39.90	17.30	0.10	.	22.18	678.60	2160	9.20	110.40	11.71	109	183	814	0.22	.	.	"No"	"No"	"IV"	"c(459804.01, 6596920.25)"	1.1058224693506	"high"	2.59084586441563	"medium"	NO_Grass_crop	0	.	.	.	.	.
544374.11	6494569.02	39	6.40	0.54	18.04	0.16	178.40	2.70	2.76	28.50	9.80	66.20	24.00	0.13	0.17	82.49	947.70	1348	103.50	392.40	20.43	121	174	849	0.2	54.55	.	"Yes"	"No"	"III"	"c(544374.11, 6494569.02)"	1.30509805753891	"medium"	3.99911771227908	"high"	NO_Grass_crop	0	-0.0464262152827803	14.9300815571119	.	2.70337807416926	82.8571428571428
540132.48	6572395.39	35	6.80	5.25	17.55	0.15	144.10	4.70	3.59	29.80	2.40	60.20	37.40	0.12	0.14	91.39	702.00	2540	1932.00	588.00	27.70	79	182	863	0.21	81.41	.	"Yes"	"No"	"III"	"c(540132.48, 6572395.39)"	1.2358733466539	"low"	4.39949811558589	"high"	NO_Grass_crop	0	-0.0278013601649539	24.9321319693458	.	3.21615741210385	87.1428571428571
560453.58	6296710.81	33	5.80	0.14	12.90	0.11	97.10	2.10	0.21	18.60	31.30	45.40	23.30	0.14	.	11.86	624.00	1936	34.50	350.40	13.80	124	166	821	0.2	.	2.38	"No"	"Yes"	"III"	"c(560453.58, 6296710.81)"	0.867100487683383	"medium"	4.13761368977238	"high"	NO_Grass_crop	0	.	.	.	.	.
358906.86	6318190.95	291	6.6	0.09	10.56	0.13	65.7	0.2	1.9	12.8	60.3	22.9	16.8	0.0984556937742215	.	69.71	936	1290	299	223.2	12.5	473	167	779	0.21	.	.	"No"	"No"	"IV"	"c(358906.86, 6318190.95)"	0.515527217908169	"high"	2.82675536628359	"medium"	NO_Grass_crop	0	.	.	.	.	.
540066.35	6554922.98	36	7.00	0.23	11.06	0.12	185.10	2.40	1.41	19.00	29.40	47.90	22.70	0.11	0.12	44.57	663.00	1580	529.00	292.80	17.60	92	180	859	0.21	23.72	2.33	"Yes"	"Yes"	"III"	"c(540066.35, 6554922.98)"	0.845868267577609	"high"	3.16631857412952	"medium"	NO_Grass_crop	0	.	.	.	.	.
540779.77	6533414.79	37	6.20	0.80	16.85	0.19	246.60	3.10	2.40	22.80	6.20	63.80	29.90	0.14	.	69.41	975.00	2280	506.00	532.80	24.60	108	178	854	0.21	.	2.6	"No"	"Yes"	"III"	"c(540779.77, 6533414.79)"	0.955511445027436	"low"	4.25489418664091	"high"	NO_Grass_crop	0	.	.	.	.	.
352374.61	6437236.25	285	7.5	0.09	14.56	0.15	158.2	2.8	0.01	22.2	34.4	47.2	18.4	0.11	0.07	10.77	663	1980	207	568.8	19.8	537	168	646	0.26	28.53	0.92	"Yes"	"Yes"	"II"	"c(352374.61, 6437236.25)"	-0.083381608939051	"high"	3.35095616522541	"medium"	NO_Grass_crop	0	.	.	.	.	.
