X.UTM20	Y.UTM20	ID_2	pH	EC	SOC	TN	Mn	Cu	Zn	WHC	Sand	Silt	Clay	Al.Ox.	Fe.Ox.	P	K	Ca	Na	Mg	CEC	Elevation	Tm	pp	TvsPP	Kdg	Kda	Kdg_measured	Kda_measured	Zone_4	geometry	log_kda_sim	cat_kda_sim	log_kdg_sim	cat_kdg_sim	land_uses_obs	adapt_obs	betasok	vida_media	CATvida_media	LN_vida_media	Porcentaje2_rec
356796.29	6281601.06	293	6.4	0.09	9.52	0.11	111.1	1.7	0.74	15.1	57.2	24.7	18.2	0.09	0.07	166.21	624	800	46	132	14.1	344	169	751	0.23	19.95	1.35	"Yes"	"Yes"	"IV"	"c(356796.29, 6281601.06)"	0.300104592450338	"medium"	2.99322914333587	"medium"	Grass_crop	1	-0.0406656836270998	17.0450148315724	.	2.83585777573161	83.469387755102
368023.83	6297300.27	292	6.2	0.16	15.28	0.17	97.3	1.1	3.77	15.2	48.7	31.9	19.4	0.0977920974825107	.	78.3	1170	1102	253	250.8	13.5	350	170	779	0.22	.	1.69	"No"	"Yes"	"IV"	"c(368023.83, 6297300.27)"	0.524728528934982	"medium"	3.19595515987885	"medium"	Grass_crop	1	.	.	.	.	.
343471.42	6292973.66	322	6.1	0.19	7.53	0.08	77.3	1.8	0.02	14.9	53.1	30.3	16.6	0.09	0.09	24.94	585	1328	322	218.4	11.4	442	166	743	0.22	25.33	1.25	"Yes"	"Yes"	"IV"	"c(343471.42, 6292973.66)"	0.22314355131421	"medium"	3.23198946401358	"medium"	Grass_crop	1	.	.	.	.	.
314626.09	6153623.93	356	6.6	0.04	4.5	0.05	25	1.1	0.29	6.9	83.5	5.1	11.4	0.0600000000000001	0.07	35.98	468	1456	230	422.4	8.1	281	167	551	0.3	3.72	0.37	"Yes"	"Yes"	"IV"	"c(314626.09, 6153623.93)"	-0.994252273343867	"low"	1.31372366828506	"low"	Grass_crop	1	.	.	.	.	.
322774.56	6196569.08	354	6.4	0.06	3.92	0.06	38.3	1.1	0.01	5.3	86.6	7.7	5.7	0.0551739941009416	.	37.02	507	1154	207	648	7.2	295	167	611	0.27	.	0.49	"No"	"Yes"	"IV"	"c(322774.56, 6196569.08)"	-0.713349887877465	"low"	1.66086194568368	"low"	Grass_crop	1	.	.	.	.	.
312199.39	6218220.17	353	6.4	0.11	8.41	0.09	64.4	1	1.23	8.5	77.7	12.2	10.1	0.07	0.06	75.44	663	1402	46	951.6	7.4	338	166	627	0.26	5.25	0.5	"Yes"	"Yes"	"IV"	"c(312199.39, 6218220.17)"	-0.693147180559945	"low"	1.65822807660353	"low"	Grass_crop	1	.	.	.	.	.
300698.51	6315617.77	370	7.4	0.07	8.79	0.09	30.6	1.1	0.01	8.4	81.8	11.1	7.1	0.0798635430718656	.	11.14	429	1996	276	259.2	8.3	804	153	683	0.22	.	.	"No"	"No"	"IV"	"c(300698.51, 6315617.77)"	-0.078839969873299	"low"	1.55875635524252	"low"	Grass_crop	1	.	.	.	.	.
300315.59	6496947.28	366	6.2	0.14	10.95	0.13	161.2	2.1	3.68	22.6	19.2	56.8	24	0.08	0.05	121.23	429	1714	253	512.4	14.7	1011	159	593	0.27	10.77	.	"Yes"	"No"	"II"	"c(300315.59, 6496947.28)"	0.209511805286975	"medium"	2.3767644911683	"medium"	Grass_crop	1	.	.	.	.	.
292274.01	6516661.6	365	6.6	0.13	11.49	0.1	25	1.1	0.29	6.9	75.1	14.2	10.7	0.0651987975821445	.	35.98	401.7	3804	6.9	283.2	6.68	1023	161	575	0.28	.	.	"No"	"No"	"IV"	"c(292274.01, 6516661.6)"	0.114443669407598	"high"	1.98566290091385	"low"	Grass_crop	1	.	.	.	.	.
316141.01	6234886.63	352	6.5	0.16	7.15	0.07	68.3	1.5	0.61	10.9	70.6	17.5	11.9	0.0664453137524083	.	49.58	546	1902	253	33.6	7.8	346	166	655	0.25	.	.	"No"	"No"	"IV"	"c(316141.01, 6234886.63)"	-0.19768737772256	"low"	2.13074823338924	"low"	Grass_crop	1	.	.	.	.	.
344720.89	6134253.69	330	7.1	0.09	8.91	0.08	110.6	1.4	0.04	12.1	65.7	0	34.3	0.112197665784674	.	40.13	819	1316	276	398.4	13.2	244	166	603	0.28	.	.	"No"	"No"	"IV"	"c(344720.89, 6134253.69)"	-0.0475483178565212	"medium"	3.62042329703688	"high"	Grass_crop	1	.	.	.	.	.
342963.04	6193914.84	327	6.9	0.05	4.21	0.05	31.8	0.9	0.01	7.1	83.9	9.9	6.2	0.0570545461066957	.	22.19	585	1182	345	259.2	7.8	258	168	642	0.26	.	.	"No"	"No"	"IV"	"c(342963.04, 6193914.84)"	-0.326280853157692	"high"	1.42012716502456	"low"	Grass_crop	1	.	.	.	.	.
331109.74	6247386.21	324	6.7	0.05	7.22	0.07	26.8	0.8	0.32	7.5	81.2	8.8	10	0.0652453510557972	.	29.13	429	1284	46	277.2	6.9	338	168	688	0.24	.	1.32	"No"	"Yes"	"IV"	"c(331109.74, 6247386.21)"	0.27763173659828	"medium"	1.88900870670947	"low"	Grass_crop	1	.	.	.	.	.
311319.28	6250933.95	351	6.7	0.06	3.61	0.05	24.7	0.7	0.03	6	83.6	9.2	7.2	0.06	0.06	21.98	507	2970	276	355.2	7.4	384	166	671	0.25	2.32	.	"Yes"	"No"	"IV"	"c(311319.28, 6250933.95)"	-0.196980321701975	"low"	0.841567185678219	"low"	Grass_crop	1	-0.0934626230098727	7.41630352581402	.	2.00368075593383	84.4897959183673
323107.77	6317897.91	348	6.9	0.1	9.46	0.12	51.2	1	4.38	11.7	79.6	13.4	7	0.0799288752636747	.	38.84	624	1510	299	80.4	9.6	703	157	718	0.22	.	0.89	"No"	"Yes"	"IV"	"c(323107.77, 6317897.91)"	-0.116533816255952	"medium"	1.8567566531301	"low"	Grass_crop	1	.	.	.	.	.
323251.74	6333010.66	347	7.7	0.14	16	0.13	75.5	1.7	2.4	11.7	75	17.7	7.3	0.0834685585618447	.	5.1	234	2760	391	33.6	13.3	767	156	714	0.22	.	1.36	"No"	"Yes"	"II"	"c(323251.74, 6333010.66)"	0.307484699747961	"medium"	1.44449769356326	"low"	Grass_crop	1	.	.	.	.	.
360639.91	6397543.36	287	7.4	0.11	12.14	0.1	69.6	2.4	0.01	14.2	42	42.5	15.5	0.112174018066882	.	17	546	2280	322	433.2	14.1	729	158	713	0.22	.	.	"No"	"No"	"II"	"c(360639.91, 6397543.36)"	0.336090849698412	"high"	2.45159509028746	"medium"	Grass_crop	1	.	.	.	.	.
400762.87	6181512.71	238	6.4	10.52	8.8	0.11	95.5	1	0.76	14.5	65.5	19.7	14.8	0.0920020283966597	.	33.02	741	1644	23	412.8	12.1	170	169	713	0.24	.	.	"No"	"No"	"IV"	"c(400762.87, 6181512.71)"	0.370998329012179	"medium"	2.75164514440675	"medium"	Grass_crop	1	.	.	.	.	.
393126.66	6195884.81	237	6.2	9.16	7.85	0.08	58.2	1.3	0.01	12	74.3	13.6	12.1	0.0815751512367723	.	36.49	585	1422	299	184.8	8.8	183	170	716	0.24	.	.	"No"	"No"	"IV"	"c(393126.66, 6195884.81)"	0.305502055677871	"high"	2.57360462188265	"medium"	Grass_crop	1	.	.	.	.	.
401472.93	6255903.18	234	6.3	0.08	10.69	0.1	128.5	1.5	0.93	17.7	58.1	26	16	0.0935400102212456	.	10.73	858	1220	345	265.2	13.3	223	170	777	0.22	.	.	"No"	"No"	"IV"	"c(401472.93, 6255903.18)"	0.686802942966839	"high"	2.89724110419531	"medium"	Grass_crop	1	.	.	.	.	.
378648.57	6496538.18	252	7	0.12	18.56	0.17	204.4	1.7	1.1	26.8	5.4	67.4	27.2	0.13	0.08	65.73	975	3148	368	168	22.9	477	173	682	0.25	57.47	1.95	"Yes"	"Yes"	"III"	"c(378648.57, 6496538.18)"	0.667829372575655	"high"	4.05126307251965	"high"	Grass_crop	1	-0.198199127071091	3.49722620277396	.	1.25197014079738	87.1428571428571
379912.81	6513834.93	251	6.9	0.17	17	0.17	186.1	2.6	1.45	25.1	9.7	60.7	29.7	0.128648411122498	.	46.61	975	2860	299	144	20.8	508	172	672	0.26	.	.	"No"	"No"	"III"	"c(379912.81, 6513834.93)"	0.736471204592028	"high"	3.68241878291891	"high"	Grass_crop	1	.	.	.	.	.
382613.13	6619021.46	246	6.8	0.15	15.74	0.16	203.4	1.7	0.01	19.7	24.8	49.3	26	0.13	0.05	20.75	702	2528	276	230.4	20.9	726	157	676	0.23	55.91	1.2	"Yes"	"Yes"	"II"	"c(382613.13, 6619021.46)"	0.182321556793955	"medium"	4.02374325503855	"high"	Grass_crop	1	-0.151549718691738	4.57372792601385	.	1.52032861110598	80.8163265306122
401905.27	6279373.63	233	6.5	0.11	13.91	0.1	87.5	2.3	1.67	15.3	59.9	24.7	15.4	0.0988630492887468	.	8.59	702	1546	253	292.8	12.9	282	170	794	0.21	.	.	"No"	"No"	"IV"	"c(401905.27, 6279373.63)"	0.820664364347162	"high"	2.81909044222968	"medium"	Grass_crop	1	.	.	.	.	.
401547.59	6373100.2	228	6.16	0.07	6.71	0.07	50.9	0.7	0.01	10.1	86.3	9.6	4.1	0.108570289868733	.	18.4	530.4	1180	6.9	189.6	8.9	399	167	798	0.21	.	.	"No"	"No"	"IV"	"c(401547.59, 6373100.2)"	0.741556307081924	"high"	2.55787648987253	"medium"	Grass_crop	1	.	.	.	.	.
406077.5	6399415.16	227	6.47	0.13	10.69	0.1	123.3	1.3	0.01	16.3	47.3	39.3	13.4	0.127210303311446	.	12.16	674.7	1996	9.2	259.2	13.34	389	167	784	0.21	.	.	"No"	"No"	"IV"	"c(406077.5, 6399415.16)"	0.858801344465096	"high"	3.07104745130479	"medium"	Grass_crop	1	.	.	.	.	.
398740.66	6419517.58	226	5.98	0.13	11.23	0.1	121.5	1.6	0.01	18.9	36.3	46.8	16.8	0.131125271167078	.	22.39	670.8	2204	9.2	266.4	13.5	424	166	771	0.22	.	.	"No"	"No"	"IV"	"c(398740.66, 6419517.58)"	0.767045799581078	"high"	3.58516167099381	"high"	Grass_crop	1	.	.	.	.	.
407790.89	6317411.91	231	6	0.08	8.35	0.08	48.4	0.4	0.01	11.9	68.1	20.6	11.2	0.106599856269404	.	6.03	612.3	1264	6.9	146.4	9.3	298	171	817	0.21	.	.	"No"	"No"	"IV"	"c(407790.89, 6317411.91)"	0.782134160934648	"high"	3.00261449704799	"medium"	Grass_crop	1	-0.0286163026136427	24.2221082827622	.	3.18726578151914	72.4489795918367
406179.76	6343826.65	230	5.75	0.06	25.39	0.07	39.5	0	0.01	10.8	70.2	18.8	11	0.112929882453072	.	15.23	596.7	992	6.9	194.4	9.52	328	170	818	0.21	.	.	"No"	"No"	"IV"	"c(406179.76, 6343826.65)"	1.36685898592883	"high"	3.22133380948903	"medium"	Grass_crop	1	.	.	.	.	.
401702.31	6355988.66	229	5.88	0.07	7.51	0.08	56.4	0.4	0.01	11.5	69.5	20.6	9.9	0.112873567969133	.	10.02	507	992	299	194.4	13.05	332	170	808	0.21	.	.	"No"	"No"	"IV"	"c(401702.31, 6355988.66)"	0.817513792076207	"high"	3.08433943973592	"medium"	Grass_crop	1	.	.	.	.	.
378883.18	6476585.09	253	7.1	0.13	18.66	0.14	210.6	2.2	0.22	23.1	18.9	54.9	26.2	0.13	0.06	22.49	819	2984	345	361.2	21.1	457	172	690	0.25	46.65	1.63	"Yes"	"Yes"	"III"	"c(378883.18, 6476585.09)"	0.488580014818671	"high"	3.84267292729335	"medium"	Grass_crop	1	.	.	.	.	.
363571.89	6515525.91	281	7.1	0.11	20.89	0.18	203.1	1.8	1.34	21.7	24.2	50.8	25	0.115818682496632	.	38.54	780	3004	276	351.6	19.9	651	168	659	0.25	.	.	"No"	"No"	"II"	"c(363571.89, 6515525.91)"	0.7223688317068	"high"	3.17533383736244	"medium"	Grass_crop	1	.	.	.	.	.
379627.02	6134719.16	270	7.7	0.19	8.82	0.1	133.3	2.2	0.01	15.2	8.7	58.2	33.2	0.14	0.06	19.07	858	3180	322	360	12.6	175	168	661	0.25	8.54	1	"Yes"	"Yes"	"III"	"c(379627.02, 6134719.16)"	0	"high"	2.14476100780048	"high"	Grass_crop	1	-0.136333602377143	5.08419911506831	.	1.62613751760125	76.1224489795918
374283.45	6155857.43	269	6.8	0.12	8.26	0.07	62.7	1.4	0.01	11.4	74.3	17.6	8.2	0.07828814498885	.	35.32	780	1120	299	255.6	9.7	185	169	663	0.25	.	.	"No"	"No"	"IV"	"c(374283.45, 6155857.43)"	-0.0363818560476622	"high"	1.95377539103459	"low"	Grass_crop	1	.	.	.	.	.
364859.82	6456430.94	284	7.2	0.12	14.55	0.13	171.9	2.3	0.46	16.9	26.7	48	25.4	0.12662488600504	.	44.26	663	1884	276	360	18	592	162	659	0.25	.	1.28	"No"	"Yes"	"II"	"c(364859.82, 6456430.94)"	0.246860077931526	"medium"	3.2543602487879	"medium"	Grass_crop	1	.	.	.	.	.
358491.87	6479634.73	283	7.4	0.23	21.68	0.19	143.1	2.9	0.01	21.5	24.9	48.7	26.4	0.121925546755543	.	9.61	546	2820	230	186	22.2	807	156	658	0.24	.	.	"No"	"No"	"II"	"c(358491.87, 6479634.73)"	0.566476053248762	"high"	3.13618271675404	"medium"	Grass_crop	1	.	.	.	.	.
366450.72	6494150.24	282	6.8	0.13	18.22	0.16	118.2	2.7	1.04	17.6	50	32.8	17.1	0.110587133941073	.	4.6	429	2500	207	266.4	17	517	173	659	0.26	.	.	"No"	"No"	"II"	"c(366450.72, 6494150.24)"	0.511435547045874	"low"	2.87927212450807	"medium"	Grass_crop	1	.	.	.	.	.
373822.74	6168505.49	268	6.7	0.13	8.96	0.09	94.9	1.5	0.32	12.7	86.1	10.6	3.3	0.0672338235503629	.	35.69	936	1140	299	258	10.2	177	169	669	0.25	.	.	"No"	"No"	"IV"	"c(373822.74, 6168505.49)"	-0.0177148619414963	"medium"	1.57184159843093	"low"	Grass_crop	1	.	.	.	.	.
376539.45	6419165.35	256	7.1	0.04	3.2	0.04	47.3	0	0.01	6.3	77.4	15.8	6.7	0.107956397626233	.	13.8	195	780	230	103.2	5.3	576	162	707	0.23	.	.	"No"	"No"	"IV"	"c(376539.45, 6419165.35)"	0.103448093293583	"high"	2.11882128361661	"low"	Grass_crop	1	.	.	.	.	.
379355.97	6436677.28	255	7.1	0.13	17.43	0.15	258.1	2.6	0.54	26.5	21.1	53.6	25.3	0.134788375726088	.	20.24	780	4114	299	588	23.5	434	168	714	0.24	.	.	"No"	"No"	"III"	"c(379355.97, 6436677.28)"	0.627885578556166	"high"	3.38988556101473	"medium"	Grass_crop	1	.	.	.	.	.
373300.19	6454148.92	254	7.2	0.11	18.91	0.14	171.7	1.6	0.1	20.8	15.6	59.8	24.7	0.130051156399148	.	47.63	663	2970	322	355.2	20.7	560	165	673	0.25	.	.	"No"	"No"	"II"	"c(373300.19, 6454148.92)"	0.497352399266649	"high"	3.25230670143524	"medium"	Grass_crop	1	.	.	.	.	.
384813.95	6282947.56	263	6.5	0.13	9.39	0.1	59.2	0.6	2.6	8.7	76.2	15.2	8.6	0.0837542770132463	.	79.53	624	766	11.5	253.2	10.14	272	172	780	0.22	.	.	"No"	"No"	"IV"	"c(384813.95, 6282947.56)"	0.51655852578622	"medium"	2.24236196492065	"low"	Grass_crop	1	.	.	.	.	.
381632.96	6292313.34	262	6.7	0.08	9.29	0.08	98.3	0.1	0.76	10	63.4	26.4	10.2	0.08778275402192	.	81.67	780	800	299	132	9.1	290	171	787	0.22	.	1.54	"No"	"Yes"	"IV"	"c(381632.96, 6292313.34)"	0.431782416425538	"high"	2.2667441677675	"low"	Grass_crop	1	.	.	.	.	.
374614.17	6394682.13	257	7.4	0.1	13.09	0.11	94.8	1	0.01	15.9	51.5	36.1	12.4	0.113282723264161	.	12.16	585	2500	299	266.4	13.9	657	159	739	0.22	.	1.76	"No"	"Yes"	"IV"	"c(374614.17, 6394682.13)"	0.56531380905006	"high"	2.30200489694658	"low"	Grass_crop	1	.	.	.	.	.
456426.16	6528027.06	130	6.60	0.26	18.70	0.17	174.70	1.70	0.87	21.70	15.20	58.40	26.40	0.14	.	43.14	1080.30	2520	6.90	354.00	22.11	222	174	814	0.21	.	.	"No"	"No"	"III"	"c(456426.16, 6528027.06)"	1.39624512585963	"high"	3.76644714311809	"high"	Grass_crop	1	.	.	.	.	.
497504.29	6595467.86	76	6.20	4.56	13.33	0.15	194.70	1.80	3.35	20.90	17.80	69.90	12.30	0.14	0.05	104.67	1014.00	3740	598.00	1176.00	19.13	81	183	844	0.22	201.23	2.55	"Yes"	"Yes"	"III"	"c(497504.29, 6595467.86)"	0.936093359170335	"high"	5.30444853247828	"medium"	Grass_crop	1	.	.	.	.	.
496547.77	6554849.01	78	7.40	0.09	13.42	0.13	191.30	1.20	1.21	22.30	13.90	61.20	25.00	0.13	.	84.23	1053.00	1720	69.00	504.00	19.90	120	179	836	0.21	.	3.57	"No"	"Yes"	"III"	"c(496547.77, 6554849.01)"	1.27256559579155	"high"	3.15151069693483	"medium"	Grass_crop	1	.	.	.	.	.
502725.07	6522890.39	80	6.90	0.10	11.02	0.13	162.10	1.50	0.82	18.40	34.90	43.80	21.30	0.13	.	58.47	819.00	1820	230.00	276.00	13.90	142	175	832	0.21	.	2.78	"No"	"Yes"	"III"	"c(502725.07, 6522890.39)"	1.02245092770255	"high"	3.30064644171855	"medium"	Grass_crop	1	.	.	.	.	.
504966.36	6496753.99	81	7.00	0.17	12.80	0.11	169.20	1.70	0.17	20.70	15.20	61.70	23.10	0.16	0.1	34.45	858.00	1544	253.00	614.40	18.40	153	173	823	0.21	64.04	3.15	"Yes"	"Yes"	"III"	"c(504966.36, 6496753.99)"	1.14740245283754	"high"	4.15950788812851	"high"	Grass_crop	1	-0.0782437867644523	8.85881434453855	.	2.18141293450396	89.3877551020408
527007.19	6280271.32	69	7.20	0.10	8.33	0.13	92.60	0.00	2.13	12.90	60.30	25.30	14.40	0.13	.	60.41	819.00	1290	299.00	223.20	12.30	131	166	797	0.21	.	3.22	"No"	"Yes"	"IV"	"c(527007.19, 6280271.32)"	1.16938135955632	"low"	2.71890304797448	"medium"	Grass_crop	1	.	.	.	.	.
517747.76	6451336.03	60	6.50	0.52	14.56	0.14	160.40	1.20	0.47	25.20	11.20	64.50	24.30	0.14	.	41.40	897.00	2020	322.00	228.00	24.30	150	170	817	0.21	.	4.05	"No"	"Yes"	"III"	"c(517747.76, 6451336.03)"	1.39871688111845	"low"	3.72508041774202	"high"	Grass_crop	1	.	.	.	.	.
521616.09	6394127.28	63	6.70	0.07	14.46	0.14	150.70	1.20	1.80	23.80	19.40	58.00	22.60	0.13	.	28.21	897.00	1362	322.00	596.40	17.00	138	167	823	0.2	.	4.75	"No"	"Yes"	"III"	"c(521616.09, 6394127.28)"	1.55814461804655	"low"	3.46060092862624	"high"	Grass_crop	1	.	.	.	.	.
523663.16	6374579.7	64	6.30	0.09	14.03	0.15	126.80	0.90	2.19	20.90	22.50	54.30	23.10	0.13	.	95.47	975.00	1962	276.00	162.00	16.40	133	167	829	0.2	.	4.25	"No"	"Yes"	"III"	"c(523663.16, 6374579.7)"	1.44691898293633	"low"	3.74052929465634	"high"	Grass_crop	1	.	.	.	.	.
521852.54	6296956.51	68	6.80	0.12	8.59	0.12	56.50	0.20	3.29	12.80	56.60	28.60	14.70	0.13	.	83.11	936.00	1366	299.00	250.80	13.90	122	168	803	0.21	.	3.33	"No"	"Yes"	"IV"	"c(521852.54, 6296956.51)"	1.20297230399235	"low"	2.9691273934479	"medium"	Grass_crop	1	.	.	.	.	.
493626.25	6469272.39	82	6.80	0.13	17.01	0.19	175.70	1.80	3.38	23.30	12.70	60.60	26.70	0.15	.	90.36	1053.00	1940	299.00	648.00	14.00	168	171	805	0.21	.	3.52	"No"	"Yes"	"III"	"c(493626.25, 6469272.39)"	1.25846098961001	"high"	3.77367460763376	"high"	Grass_crop	1	.	.	.	.	.
495630.78	6254220.95	93	5.72	0.13	12.59	0.12	109.00	1.00	0.01	13.50	63.60	18.80	17.60	0.13	.	13.19	655.20	1366	29.90	302.40	12.90	127	167	778	0.21	.	2.56	"No"	"Yes"	"IV"	"c(495630.78, 6254220.95)"	0.940007258491471	"high"	3.78731989773725	"high"	Grass_crop	1	.	.	.	.	.
502250.4	6228811.57	94	6.60	0.09	15.67	0.16	127.10	0.70	2.11	18.10	52.60	31.70	15.70	0.13	.	116.94	920.40	1488	29.90	141.60	16.00	134	166	765	0.22	.	2.78	"No"	"Yes"	"IV"	"c(502250.4, 6228811.57)"	1.02245092770255	"high"	3.13197510221885	"medium"	Grass_crop	1	.	.	.	.	.
480380.6	6596977.65	101	6.80	0.30	11.17	0.11	299.00	1.80	0.01	11.90	63.10	25.30	11.70	0.10	.	58.37	585.00	820	230.00	312.00	6.40	87	183	833	0.22	.	.	"No"	"No"	"IV"	"c(480380.6, 6596977.65)"	1.05783833756265	"high"	2.399392918752	"medium"	Grass_crop	1	.	.	.	.	.
478088.6	6555573.5	103	7.00	0.17	11.12	0.12	176.50	1.70	0.17	20.80	15.60	59.80	24.70	0.13	.	56.12	842.40	2394	11.50	248.40	20.91	142	178	827	0.22	.	.	"No"	"No"	"III"	"c(478088.6, 6555573.5)"	1.17673846407592	"high"	3.33146223116313	"medium"	Grass_crop	1	.	.	.	.	.
499572.02	6292383.84	91	6.11	0.43	11.08	0.11	155.40	0.10	0.42	14.00	62.80	22.80	14.40	0.10	0.09	17.89	819.00	1362	115.00	132.00	11.30	122	169	797	0.21	31.14	2.81	"Yes"	"Yes"	"IV"	"c(499572.02, 6292383.84)"	1.03318448334565	"high"	3.43849316640585	"medium"	Grass_crop	1	.	.	.	.	.
503837.23	6399236.74	86	6.20	0.09	18.00	0.18	188.70	3.70	3.84	33.00	5.80	57.30	36.90	0.16	.	68.28	1014.00	2540	368.00	588.00	22.10	158	167	790	0.21	.	2.98	"No"	"Yes"	"III"	"c(503837.23, 6399236.74)"	1.09192330051731	"high"	4.72775354227829	"high"	Grass_crop	1	.	.	.	.	.
494748.6	6356124.39	88	6.20	0.15	12.32	0.10	133.30	0.60	0.78	17.70	31.40	49.60	19.00	0.14	.	37.31	858.00	1392	322.00	360.00	14.70	146	169	797	0.21	.	.	"No"	"No"	"III"	"c(494748.6, 6356124.39)"	1.18244661598155	"high"	3.60708110413049	"high"	Grass_crop	1	.	.	.	.	.
500780.99	6333918.03	89	5.60	0.24	13.32	0.14	100.10	0.40	0.91	20.00	36.80	44.50	18.80	0.15	0.13	34.14	780.00	1686	253.00	282.00	15.60	122	169	804	0.21	33.77	2.9	"Yes"	"Yes"	"III"	"c(500780.99, 6333918.03)"	1.06471073699243	"high"	3.51957283439748	"high"	Grass_crop	1	-0.0540231024808446	12.8305696772176	.	2.55183057960733	82.0408163265306
490612.02	6315769.43	90	5.81	0.13	13.90	0.14	135.00	0.00	0.52	15.30	51.80	36.20	12.00	0.13	.	26.27	873.60	1070	85.10	477.60	12.70	129	170	800	0.21	.	.	"No"	"No"	"IV"	"c(490612.02, 6315769.43)"	1.20553306950191	"high"	3.37908147598697	"medium"	Grass_crop	1	.	.	.	.	.
521565.99	6479407.82	59	7.50	0.13	6.68	0.10	195.80	1.30	0.22	18.70	23.00	51.60	25.40	0.14	.	28.93	663.00	1544	276.00	614.40	21.60	141	173	826	0.21	.	3.73	"No"	"Yes"	"III"	"c(521565.99, 6479407.82)"	1.31640823365572	"low"	3.19582812786752	"medium"	Grass_crop	1	.	.	.	.	.
562987.43	6573479.28	19	6.80	0.43	23.76	0.19	205.50	2.50	2.69	25.00	5.80	63.10	31.20	0.15	.	167.64	780.00	2136	11.50	355.20	28.50	120	181	877	0.21	.	4.67	"No"	"Yes"	"III"	"c(562987.43, 6573479.28)"	1.54115907168081	"low"	3.98388308325126	"high"	Grass_crop	1	.	.	.	.	.
562506.2	6396998.1	28	6.70	0.06	22.12	0.15	177.60	3.30	2.72	28.20	11.10	64.60	24.30	0.12	.	61.13	834.60	2192	71.30	326.40	18.00	110	170	858	0.2	.	4.59	"No"	"Yes"	"III"	"c(562506.2, 6396998.1)"	1.52388002407245	"medium"	3.42972712169091	"high"	Grass_crop	1	.	.	.	.	.
561287.96	6377056.62	29	6.00	0.20	17.05	0.15	154.10	5.90	2.21	22.60	21.90	59.50	18.60	0.12	.	65.11	807.30	1808	71.30	14.40	14.50	117	170	856	0.2	.	3.29	"No"	"Yes"	"III"	"c(561287.96, 6377056.62)"	1.19088756477728	"low"	3.51191343236767	"high"	Grass_crop	1	.	.	.	.	.
558959.39	6356407.25	30	6.50	0.04	14.20	0.14	172.70	3.10	1.43	25.90	16.80	53.20	30.10	0.14	.	47.12	748.80	2648	39.10	288.00	25.09	104	169	846	0.2	.	3.31	"No"	"Yes"	"III"	"c(558959.39, 6356407.25)"	1.19694818938897	"medium"	4.03210406064352	"high"	Grass_crop	1	.	.	.	.	.
584191.34	6397970.97	14	5.60	0.17	17.38	0.17	206.00	2.90	0.84	25.90	10.90	59.80	29.30	0.12	.	87.81	776.10	1654	9.20	460.80	18.30	113	172	869	0.2	.	4.67	"No"	"Yes"	"III"	"c(584191.34, 6397970.97)"	1.54115907168081	"medium"	4.38447839766215	"high"	Grass_crop	1	.	.	.	.	.
595665.51	6380483.6	4	6.10	0.05	17.43	0.15	185.60	2.70	1.50	27.50	8.60	62.90	28.50	0.13	.	73.39	538.20	2014	9.20	207.60	18.00	93	172	873	0.2	.	.	"No"	"No"	"III"	"c(595665.51, 6380483.6)"	1.34537306896856	"medium"	4.0658003649257	"high"	Grass_crop	1	.	.	.	.	.
601798.13	6344095.95	6	7.40	0.03	17.30	0.14	187.30	2.10	1.48	25.30	13.70	61.10	25.20	0.13	.	29.13	530.40	2016	13.80	488.40	17.60	111	168	867	0.19	.	.	"No"	"No"	"III"	"c(601798.13, 6344095.95)"	1.22470721370221	"medium"	3.18181827023937	"medium"	Grass_crop	1	.	.	.	.	.
587501.2	6615272.45	7	6.70	0.15	16.13	0.17	264.00	2.00	0.89	25.40	1.10	65.30	33.60	0.15	0.06	89.03	936.00	2840	460.00	288.00	29.00	94	185	900	0.21	58.22	2.44	"Yes"	"Yes"	"III"	"c(587501.2, 6615272.45)"	0.89199803930511	"medium"	4.06422893831748	"high"	Grass_crop	1	-0.0603723921409419	11.4811945655849	.	2.44071044171356	85.5102040816327
589808.18	6593000.87	8	6.90	0.11	15.24	0.09	218.80	2.30	3.22	25.70	1.60	62.60	35.70	0.16	.	135.00	897.00	2720	322.00	408.00	28.70	97	183	899	0.2	.	.	"No"	"No"	"III"	"c(589808.18, 6593000.87)"	1.00475509671206	"medium"	4.22314459207937	"high"	Grass_crop	1	.	.	.	.	.
565136.39	6336920	31	5.70	0.49	9.62	0.15	142.40	2.30	0.66	24.40	21.60	52.30	26.10	0.14	.	22.80	799.50	1776	73.60	470.40	16.87	107	168	839	0.2	.	2.74	"No"	"Yes"	"III"	"c(565136.39, 6336920)"	1.00795792039998	"low"	4.29804952391775	"high"	Grass_crop	1	.	.	.	.	.
548234.61	6259178.19	51	5.51	0.16	15.53	0.15	217.10	0.50	1.40	15.70	56.60	22.50	20.90	0.14	.	22.08	682.50	1628	29.90	225.60	13.37	136	164	801	0.2	.	2.51	"No"	"Yes"	"IV"	"c(548234.61, 6259178.19)"	0.920282753143692	"low"	4.18093816820427	"high"	Grass_crop	1	.	.	.	.	.
517735.01	6571859.01	54	6.70	0.30	12.71	0.14	188.40	0.70	1.39	21.90	11.00	61.30	27.70	0.13	.	122.87	1092.00	2400	276.00	228.00	25.60	85	181	850	0.21	.	2.77	"No"	"Yes"	"III"	"c(517735.01, 6571859.01)"	1.01884732019925	"low"	3.75368299603746	"high"	Grass_crop	1	.	.	.	.	.
